EIIN,SIX_AVG,SEVEN_AVG,EIGHT_AVG,NINE_AVG,TEN_AVG,FEM_STD_RATIO,FEM_TCH_RATIO,SESscore_L,SESscore_LM,SESscore_UM,SESscore_U,INSTITUTE NAME,INSTITUTE_TYPE,DIVISION,DISTRICT,THANA,UNION_NAME,MAUZA_NAME,ADDRESS,MOBILE,STUDENT_TYPE,EDUCATION_LEVEL,AScore,TSR_SCORE,AS_SCORE,SES_SCORE
107136,10.88,11.53,12.76,13.46,14.49,0.461,0.1,0.424,0.733,0.482,0.556,RASTER HAT HAZI A. GAFUR HIGH SCHOOL,School,CHITTAGONG,LAKSHMIPUR,RAMGATI,CHAR BADAM,CHAR KALAKOPA,CHAR BADAM,1713613662,CO-EDUCATION JOINT,Secondary,1,0.004384345,0.508195899,0.474099335
107137,11.49,12.61,13.57,14.96,15.98,0.493,0.286,0.364,0.722,0.517,0.59,CHAR SEKANDER SOFIK ACADEMY,School,CHITTAGONG,LAKSHMIPUR,RAMGATI,WARD NO-03,CHAR SIKANDAR (PART),CHAR SEKANDER,1718277164,CO-EDUCATION JOINT,Secondary,5,0.054575908,0.472041964,0.896546846
107138,11,12,13.07,14,15,0.565,0.182,0.899,0.373,0.19,0.246,SEBA GRAM FAZLUR RAHMAN HIGH  SCHOOL,School,CHITTAGONG,LAKSHMIPUR,RAMGATI,CHAR ALEXANDAR,CHAR ALEXANDAR,SEBAGRAM,1714248118,CO-EDUCATION JOINT,Secondary,1,0.499582643,0.386776587,0.260511039
107139,11.05,12.09,13.06,14.08,15.05,0.498,0.1,0.717,0.551,0.316,0.385,BALUR CHAR HIGH  SCHOOL,School,CHITTAGONG,LAKSHMIPUR,RAMGATI,CHAR ALEXANDAR,BALUR CHAR,BALUR CHAR,1725468613,CO-EDUCATION JOINT,Secondary,1,0.000905291,0.322102289,0.357288381
107141,11.63,12.15,12.66,13.95,13.95,1,0.273,0.003,0.166,0.922,0.944,TOAHA  SMRITI GIRLS HIGH SCHOOL,School,CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,HAJIRHAT,CHAR JANGALIA,CHAR JANGALIA,1712939469,GIRLS,Secondary,2,0.295568992,0.199705252,0.896432903
107142,11.15,12.08,13.11,14.04,15.05,0.499,0.1,0.853,0.43,0.227,0.288,PURBA MEHAR ADARSHA HIGH SCHOOL,School,CHITTAGONG,LAKSHMIPUR,RAMGATI,CHAR RAMIZ,CHAR MEHAR,CHAR MEHAR,1718177665,CO-EDUCATION JOINT,Secondary,1,0.562628709,0.18507861,0.290304207
107143,11.33,12.91,12.75,13.32,14.33,0.448,0.111,0.371,0.726,0.513,0.586,MALEK MOLLA HIGH SCHOOL (AZAD NAGAR),School,CHITTAGONG,LAKSHMIPUR,RAMGATI,CHAR BADAM,CHAR KALAKOPA,PURBO CHARKALA KOPA,1718131388,CO-EDUCATION JOINT,Secondary,1,0.000383239,0.173448053,0.495298881
107179,10.3,11.51,12.89,14.22,15.14,0.601,0.25,0.534,0.671,0.419,0.493,KUTUBPUR ADARSHA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,KUTUBPUR,KUTUBPUR,KUTUBPUR,1866566760,CO-EDUCATION JOINT,Secondary,1,0.026848892,0.262412351,0.430734555
107180,11.14,12.09,13.39,13.84,15.83,0.599,0.045,0.255,0.651,0.587,0.656,RAJGONJ UNION HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,RAJGANJ,UTTAR KESHABPUR,UTTAR KESHABPUR,1816435344,CO-EDUCATION JOINT,Secondary,1,0.023645188,0.995128561,0.546970916
107181,11.14,12.1,13.26,14.13,15.09,0.471,0.286,0.07,0.445,0.753,0.806,A.K.G SAYEDUL HOQUE ADARSHA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,AMANULLAPUR,KASHIPUR,KASIPUR,1716338428,CO-EDUCATION JOINT,Secondary,1,0.234915101,0.454764551,0.669447118
107182,11.55,12.58,13.59,14.74,15.55,0.631,0.077,0.288,0.675,0.565,0.636,SONAPUR NURUL ISLAM HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,SHARIFPUR,DAKSHIN SONAPUR,SONAPUR,1818768042,CO-EDUCATION JOINT,Secondary,1,0.557465011,0.592726064,0.531638666
107185,11.27,11.48,12.87,13.82,14.71,0.535,0,0.21,0.615,0.619,0.687,BALUCHARA IBRAHIM MIA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,ALYERAPUR,BALU CHAR,BALUCHARA,1819000020,CO-EDUCATION JOINT,Secondary,1,0.255355962,0.524107464,0.569955936
107186,11.65,12.47,13.39,14.02,15.06,0.564,0.063,0.323,0.697,0.543,0.614,NAROTTAMPUR UNION HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,KADIRPUR,GAYES PUR,GAYES PUR,1811250599,CO-EDUCATION JOINT,Secondary,1,0.032868746,0.956766372,0.516006953
107187,10.53,11.58,12.79,13.79,14.68,0.659,0.154,0.453,0.717,0.465,0.539,DURGAPUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,DURGAPUR,DURGAPUR,DURGAPUR,1817387124,CO-EDUCATION JOINT,Secondary,1,0.018297481,0.956755435,0.462517236
107189,11.26,12.3,13.44,14.48,15.38,0.903,0.429,0.052,0.408,0.779,0.828,GANIPUR PILOT GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,WARD NO-07,UTTAR HAJIPUR,HAZIPUR,1818573444,GIRLS,Secondary,5,0.00030253,0.719570826,0.961044819
107192,11.05,11.79,12.77,13.58,15.03,0.266,0.3,0.289,0.675,0.564,0.635,CHAUMUHANI MODAN MOHAN HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,WARD NO-07,UTTAR HAJIPUR,HOLDING NO-O191-00.CHOWMUHANI,1715925856,C0-EDUCATION SEPARATE,Secondary,5,0.304231138,0.992940484,0.910594963
107193,11.55,12.42,13.42,14.58,15.2,0.689,0.364,0.01,0.25,0.876,0.909,DEWAN GOLAM SARWAR(N.A)HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,BEGUMGANJ,AMANATPUR,AMANATPUR,1818054912,CO-EDUCATION JOINT,Secondary,1,0.195602737,0.1606021,0.778080535
107194,11.47,12.77,13.92,14.22,14.27,0.537,0.364,0.64,0.606,0.36,0.433,KADIRPUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,KADIRPUR,KADIRPUR,KADIRPUR,1714852979,CO-EDUCATION JOINT,Secondary,1,0.178211596,0.994478405,0.389403549
107196,11.37,12.41,13.13,14.17,15.12,0.573,0.333,0.393,0.738,0.5,0.573,GHATLA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,KADIRPUR,GHATLA,EARPUR,1720934075,CO-EDUCATION JOINT,Secondary,1,0.206292909,0.994478405,0.486460681
107197,10.91,12.15,14.01,13.97,14.19,0.567,0.182,0.348,0.713,0.527,0.599,KRISHNARAMPUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,RAJGANJ,BARA KRISHNARAMPUR,KRISHNARAMPUR,1926019167,CO-EDUCATION JOINT,Secondary,1,0.162712055,0.980421367,0.504897115
107198,11.79,12.69,13.28,14.39,15.19,0.627,0.231,0.384,0.733,0.505,0.579,HAZIPUR ABDUL MAZID HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,HAJIPUR,HAJIPUR,HAZIPUR,1720165554,CO-EDUCATION JOINT,Secondary,1,0.175339352,0.975896611,0.49024792
107199,12.09,12.78,14.08,15.66,15.81,0.651,0.111,0.618,0.62,0.373,0.445,BABUPUR JIRTOLI UNION HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,RAJGANJ,ALI HASIMPUR,ALI HASIMPUR,1716536488,CO-EDUCATION JOINT,Secondary,1,0.000950914,0.975896611,0.397928113
107200,11.12,12.06,13.08,14.08,15.03,0.662,0.154,0.32,0.696,0.544,0.616,JIRTALI UNION HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,JIRTALI,JIRTALI,JIRTALI,1829282423,CO-EDUCATION JOINT,Secondary,1,0.068453743,0.975896611,0.51726881
107201,11.13,12.25,13.05,14.07,14.83,0.548,0.182,0.251,0.648,0.59,0.659,KALIKAPUR BABUPUR UNION HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,JIRTALI,JIRTALI,JIRTALI,1828043077,CO-EDUCATION JOINT,Secondary,1,7.53E-05,0.973315758,0.548977015
107202,11.12,12.11,13.06,14.18,15.1,0.605,0.417,0.303,0.685,0.555,0.626,SHIBPUR ADARSHA  HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,RASULPUR,SHIBPUR,SHIBPUR,1713635467,CO-EDUCATION JOINT,Secondary,1,0.127978496,0.970516051,0.524835878
107203,11.68,12.41,14.19,15.17,15.87,0.591,0.083,0.802,0.481,0.263,0.328,GOPALPUR ALI HAIDAR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,GOPALPUR,BETUABAGH,89 BATUABAG,1716843288,CO-EDUCATION JOINT,Secondary,1,0.005900619,0.956766372,0.317980961
107204,11.13,13,14,15,16,0.604,0.304,0.404,0.744,0.494,0.567,EKLASHPUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,EKLASHPUR,EKLASHPUR (PART),EKLASHPUR,1714805359,CO-EDUCATION JOINT,Secondary,1,0.056156612,0.943372601,0.482169971
107206,11.01,12.11,13.26,14.27,15.22,0.566,0.25,0.427,0.731,0.48,0.553,CHANDRAGONJ HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,AMANULLAPUR,AMANULLAPUR,MOHAMMADPUR,1764438674,CO-EDUCATION JOINT,Secondary,1,0.125783022,0.802316088,0.472587173
107207,10.94,12.21,13.35,14.78,15.24,1,0.333,0.566,0.653,0.402,0.475,OVIRAMPUR AFAZIA GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,AMANULLAPUR,UTTAR ABHIRAMPUR,OVIRAMPUR,1718093535,GIRLS,Secondary,1,0.395843986,0.788246309,0.418579495
107208,12.26,13.29,14.27,15.22,15.63,0.531,0.176,0.323,0.697,0.543,0.614,CHHAYANI HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,CHHAYANI,LAKSHMANPUR,LAKSHMANPUR,1716843261,CO-EDUCATION JOINT,Secondary,1,9.4E-05,0.762152192,0.516006953
107209,11,12,13,14,15,0.567,0.111,0.401,0.743,0.495,0.569,LATIFPUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,RASULPUR,LATIFPUR,LATIFPUR,1716047266,CO-EDUCATION JOINT,Secondary,1,0.242116865,0.642461859,0.483179382
107210,11.01,11.95,12.9,13.97,14.98,0.591,0.294,0.468,0.709,0.457,0.53,JAMIDAR HAT B.N.HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,RASULPUR,RASULPUR,RASULPUR,1819078260,CO-EDUCATION JOINT,Secondary,1,0.036318975,0.658605725,0.456486369
107211,12.49,13.09,13.63,14.09,14.3,0.587,0,0.197,0.605,0.629,0.695,HASAN HAT HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,SHARIFPUR,BARA SHARIFPUR,BABU NAGAR,1719385439,CO-EDUCATION JOINT,Secondary,1,0.002965607,0.592726064,0.576660342
107212,11.36,12.6,13.37,14.95,15.59,0.525,0.2,0.4,0.742,0.496,0.569,SHAMSUNNAHAR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,GOPALPUR,BASANTERBAGH,BASHANTABAG,1818357551,CO-EDUCATION JOINT,Secondary,1,0.038698324,0.592726064,0.483684129
107213,11.37,11.82,13.04,13.7,14.95,0.526,0.313,0.821,0.463,0.25,0.313,MIRKASHEM BOHUMUKHI HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,MIR WARISHPUR,MIR WARISHPUR,MIR WARISHPUR,1824947840,CO-EDUCATION JOINT,Secondary,2,0.02639175,0.592726064,0.426757749
107214,11.94,13.43,14.31,15.15,15.81,0.501,0.333,0.592,0.637,0.388,0.461,DELTA  JUTE  MILL'S  HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,WARD NO-05,DAKSHIN GANIPUR,GONIPUR,1818167440,CO-EDUCATION JOINT,Secondary,5,0.390347887,0.541399428,0.849622671
107215,11.67,12.56,13.63,14.64,15.76,1,0.364,0.404,0.744,0.494,0.567,CHHAYANI GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,CHHAYANI,LAKSHMANPUR,LACHHON PUR,1811176075,GIRLS,Secondary,1,0.353731421,0.524107464,0.482169971
107216,11.04,12.01,13.02,14.01,15,0.601,0.417,0.784,0.497,0.274,0.34,LAKSHMINARAYANPUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,DURGAPUR,LAKSHMI NARAYANPUR,LAKSHMINARAYANPUR,1715420756,CO-EDUCATION JOINT,Secondary,1,0.066959642,0.524107464,0.326610362
107217,11.94,13.03,14.02,14.89,14.24,0.608,0.111,0.455,0.716,0.464,0.538,GHATLA ABDUR ROB HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,KADIRPUR,GHATLA,GHATLA,1816367937,CO-EDUCATION JOINT,Secondary,1,0.282182969,0.524107464,0.461762877
107218,11.09,12.14,13.25,14.1,14.96,1,0.2,0.384,0.733,0.505,0.579,MIRWARISHPUR GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,MIR WARISHPUR,MIR WARISHPUR,MIR WARISHPUR,1712049486,GIRLS,Secondary,1,0.318570737,0.337851661,0.49024792
107219,11,12,12.97,14.01,15.01,0.501,0.214,0.474,0.706,0.453,0.527,JANAKALLAN ADARSHAW HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,AMANULLAPUR,KARIMPUR,KARIMPUR,1715446828,CO-EDUCATION JOINT,Secondary,1,0.287192766,0.178161324,0.4542273
107220,10.55,12.45,14.47,15.18,16,0.574,0.143,0.173,0.581,0.649,0.713,LAUTOLI HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,BEGUMGANJ,RASULPUR,2LAUTALI,LAUTOLI,1820008307,CO-EDUCATION JOINT,Secondary,1,0.42638481,0.173448053,0.590985167
107221,11.46,12.44,13.21,14.19,15.22,1,0.3,0.444,0.722,0.47,0.544,CHONGOW GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,SONAIMURI,BAZRA,BAZRA,CHONGOWN,1716353040,GIRLS,Secondary,1,0.578171626,0.141417891,0.466039315
107258,11.45,12.46,13.49,14.52,15.32,0.43,0,0.279,0.669,0.571,0.641,SAPTAGAON  ADARSHA   HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,BADALKUT,CHANDPUR,RUDRORAMPUR,1720485531,CO-EDUCATION JOINT,Secondary,1,0.249038037,0.506199574,0.535665721
107259,11.3,12.19,13.21,14.47,15.31,0.564,0.132,0.234,0.635,0.602,0.67,KHILPARA M.L. HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,KHIL PARA,PURBA KHIL PARA,KHILPARA,1726023958,C0-EDUCATION SEPARATE,Secondary,1,0.530115027,0.995128561,0.557238402
107260,11,12,13,14,15,0.581,0.188,0.749,0.527,0.296,0.365,PARKOTE DASHGORIA UNION HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,PARKOTE,DASHGHARIA,DASHGHARIA,1827519900,CO-EDUCATION JOINT,Secondary,1,0.096643011,0.982398912,0.343214662
107262,10.64,12.47,12.86,13.74,14.78,0.855,0.5,0.626,0.615,0.368,0.44,PANCH GAON GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,PANCHGAON,BARAI PARA,BARAY PARA,1814101969,GIRLS,Secondary,1,0.550645341,0.520167791,0.394755917
107263,11.97,13.01,14.07,14.86,15.19,0.525,0.091,0.138,0.545,0.678,0.74,KAMALPUR M. H  HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,MOHAMMADPUR,BANSA,KAMALPUR,1761171321,CO-EDUCATION JOINT,Secondary,1,0.111752692,0.80062221,0.61272578
107264,11.84,12.56,13.5,14.72,15.32,0.633,0.083,0.237,0.637,0.6,0.668,MOHAMMADPUR JANATA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,MOHAMMADPUR,MOHAMMADPUR,MOHAMMADPUR,1716958119,CO-EDUCATION JOINT,Secondary,1,0.215826097,0.541399428,0.555988185
107266,10.21,11.27,12.17,13.21,14.4,0.532,0.143,0.466,0.71,0.458,0.532,NARAYAN PUR R.K. HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,HATPUKURIA GHATLABAG,NARAYANPUR,NARAYANPUR,1717185875,CO-EDUCATION JOINT,Secondary,1,0.157333805,0.997463931,0.457490855
107267,11.91,12.83,14.61,15.3,0,1,0.333,0.803,0.48,0.262,0.327,BALIADHAR ADARSHA JUNIOR GIRLS SHCOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,KHIL PARA,BALIADHAR,BALIADHAR,1719352061,GIRLS,Secondary,1,0.399236599,0.978258248,0.317529455
107268,12.65,13.17,14.6,15.52,15.65,0.446,0.333,0.073,0.451,0.749,0.802,KARIHATI M.L. HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,NAYAKHOLA,BHARATPUR,KARIHATI,1718180084,CO-EDUCATION JOINT,Secondary,1,0.100267374,0.60951598,0.666458927
107270,11.05,12.05,13.04,14.06,15.08,0.502,0,0.259,0.654,0.584,0.654,BADAL KOTE HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,BADALKUT,BADALKUT,BADALKOTE,1711056460,CO-EDUCATION JOINT,Secondary,1,0.194001152,0.989930195,0.545214594
107271,10.1,11.15,12.12,13.15,14.17,0.562,0,0.01,0.243,0.88,0.912,JIB NAGAR M. L. HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,NAYAKHOLA,NAYAKHOLA,NOAKHALA,1727302153,CO-EDUCATION JOINT,Secondary,1,0.119021348,0.60951598,0.781830362
107272,11.48,12.46,13.46,14.38,15.25,0.655,0.2,0.118,0.52,0.698,0.758,OMAR ALI HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,MOHAMMADPUR,KULASREE,KULASREE,1817050864,CO-EDUCATION JOINT,Secondary,1,0.515512783,0.276780916,0.627189811
107273,11.26,12.2,13.07,14.05,15.11,1,0.3,0.436,0.726,0.475,0.548,SOMPARA GIRL'S HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,SAHAPUR,PRASADPUR,PRASADPUR,1732274806,GIRLS,Secondary,1,0.272166289,0.503917873,0.469060369
107274,11.61,12.55,13.62,14.56,15.61,0.635,0.091,0.552,0.661,0.409,0.483,FAORAH HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,MOHAMMADPUR,PHAORA,FAORAH,1713612811,CO-EDUCATION JOINT,Secondary,1,0.732849432,0.96418348,0.42378
107275,11.26,11.88,12.94,13.84,14.42,1,0,0.394,0.739,0.5,0.573,TALTALA ADARSHA GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,NAYAKHOLA,SATRA PARA,SHATRAPARA,0,GIRLS,Secondary,1,0.678106478,0.506722438,0.486208238
107276,11.01,11.95,12.83,14.14,15.08,0.157,0.2,0.404,0,0,0,SOMPARA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,SAHAPUR,PRASADPUR,PRASADPUR,1714805929,CO-EDUCATION JOINT,Secondary,1,0.340049561,0.642461859,0.000662592
107277,10.91,11.5,13.5,14.69,14.95,0.44,0.185,0.038,0.371,0.803,0.849,BHIMPUR ML HGIH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,WARD NO-03,BHIMPUR (PART),BHIMPUR,1720605788,C0-EDUCATION SEPARATE,Secondary,5,0.291668979,0.991039137,0.9657592
107280,11.59,12.75,14,14.86,15.37,0.556,0.273,0.312,0.691,0.549,0.621,RAMNARAYANPUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,RAMNARAYANPUR,RAMNARAYANPUR,RAMNARAYANPUR,1712327041,CO-EDUCATION JOINT,Secondary,1,0.322175452,0.80062221,0.520548797
107282,10.91,11.54,12.78,14.47,14.94,0.673,0.1,0.443,0.723,0.471,0.545,HAT PUKURIA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,HATPUKURIA GHATLABAG,GOBINDAPUR(PART-1),GOBINDAPUR,1720232174,CO-EDUCATION JOINT,Secondary,1,0.482362391,0.541399428,0.466542693
107283,12.02,12.93,14.04,15.02,15.75,1,0.2,0.507,0.687,0.435,0.508,SHING  BAHURA  GIRLS  ACADEMY,School,CHITTAGONG,NOAKHALI,CHATKHIL,NAYAKHOLA,SINGBAHURA,SHING  BAHURA,1716659478,GIRLS,Secondary,1,0.703210239,0.506437241,0.441206125
107284,11.39,12.27,13.28,14.38,15.35,,0,0.304,0.685,0.555,0.626,HIRAPUR IDEAL HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,BADALKUT,HIRAPUR,HIRAPUR,1716140124,CO-EDUCATION JOINT,Secondary,1,0.958798995,0.506722438,0.524331655
107285,11.09,12.17,13.1,14.13,15.03,1,0.429,0.778,0.503,0.278,0.345,CHYANI TOBGA AZAM GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,CHATKHIL,WARD NO-09,CHHAYANI TABGA (PART),CHYANI TOBGA,1716400666,GIRLS,Secondary,4,0.787646788,0.489372155,0.694729041
107312,11.59,12.59,13.52,15,14.89,0.597,0.111,0.404,0,0,0,SHAHJAD PUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,SIRAJPUR,SAHAZADPUR,SHAHJADPUR,1732728967,CO-EDUCATION JOINT,Secondary,1,0.33635085,0.472041964,0.000662592
107313,11.81,12.06,13.4,14,14.94,1,0.3,0.915,0.35,0.175,0.229,ACHIA  CARMAN GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,CHAR PARBATI,CHAR PARBATI (PART),CHARPARBATI,1818735119,GIRLS,Secondary,1,0.751781151,0.353890175,0.248528799
107315,11,12,13.01,14.06,15.02,0.552,0.273,0.629,0.613,0.367,0.439,RONGMALA ADARSHA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,MUSAPUR,MADHYA MUSAPUR,MUSAPUR,1715009065,CO-EDUCATION JOINT,Secondary,1,0.378091533,0.337721002,0.393781248
107316,11.45,12.4,13.33,14.32,15.26,0.599,0,0.432,0.729,0.477,0.551,CHAR PARBATI MEHERUNNESHA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,CHAR PARBATI,CHAR PARBATI (PART),CHAR PARBATI,1815139799,CO-EDUCATION JOINT,Secondary,1,0.480609782,0.865431488,0.470823485
107317,11.7,12.71,13.98,14.76,14.93,0.595,0.154,0.534,0.672,0.42,0.493,CHARFAKIRA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,CHAR FAKIRA,CHAR FAKIRA,CHARFAKIRA,1715415404,CO-EDUCATION JOINT,Secondary,1,0.244235284,0.235672106,0.430983343
107319,11.59,12.36,13.61,14.5,15.55,0.554,0.214,0.1,0.495,0.717,0.775,MANIKPUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,SIRAJPUR,MAMUDNAGAR,MOHAMMOD NOGOR,1715532305,CO-EDUCATION JOINT,Secondary,1,0.272917632,0.592726064,0.641713204
107320,10.11,11.34,13.22,14.25,15.14,0.543,0.182,0.939,0.309,0.151,0.201,NASER HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,MUSAPUR,MADHYA MUSAPUR,MUSAPUR,1817782516,CO-EDUCATION JOINT,Secondary,1,0.411324728,0.262412351,0.227378753
107322,11.56,13.01,13.13,13.91,14.9,0.517,0.2,0.476,0.705,0.452,0.526,KABIJASIM UDDIN HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,CHAR FAKIRA,CHAR KALI,CHARKALI,1818335645,CO-EDUCATION JOINT,Secondary,1,0.215247002,0.291524476,0.453474602
107323,12.32,12.8,14.66,14.63,14.65,0.597,0.273,0.458,0.715,0.462,0.536,SIRAJPUR HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,SIRAJPUR,SIRAJPUR,SIRAJPUR,1711725472,CO-EDUCATION JOINT,Secondary,1,0.355070222,0.626104093,0.46050592
107324,10.68,11.14,12.11,13.16,14.16,0.577,0,0.666,0.588,0.345,0.417,CHAR ELAHI HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,CHAR ELAHI,CHAR ELAHI,CHAR ELAHI,1812898486,CO-EDUCATION JOINT,Secondary,1,0.273152638,0.262451189,0.37852165
107325,11.81,12.63,13.21,14.12,14.92,0.509,0.133,0.207,0.613,0.622,0.688,CHOWDHURYHAT B.ZAMAN HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,CHAR PARBATI,CHAR PARBATI (PART),CHAR PARBOTI,1817223382,CO-EDUCATION JOINT,Secondary,1,0.262616265,0.734425606,0.57144762
107328,10.99,12.16,12.51,13.07,13.44,0,0,0.014,0.274,0.863,0.897,COMPANIGONJ MODEL HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,WARD NO-08,CHAR KAKRA (PART),696/758.REHAN ALI CHOW. ROAD,1815724201,BOYS,Secondary,5,0.550645341,0.35313712,0.976543088
107329,11.03,12,13.01,14.01,15.01,0.521,0.167,0.267,0.66,0.579,0.649,BAMNI HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,RAMPUR,RAMPUR,RAMPUR,1718668058,CO-EDUCATION JOINT,Secondary,1,0.038148164,0.995128561,0.541448112
107330,10.96,12.6,13.02,14.81,15.34,0.295,0.111,0.411,0.74,0.489,0.563,JOGIDA HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,SIRAJPUR,BIRAHIMPUR,BIRAHIMPUR,1817097761,CO-EDUCATION JOINT,Secondary,1,0.426631188,0.952623371,0.479142447
107331,11.55,12.41,13.21,13.65,14.06,1,0.273,0.626,0.615,0.368,0.44,JOGADIA GIRLS HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,SIRAJPUR,BIRAHIMPUR,BIRAHIMPUR,1721441105,GIRLS,Secondary,1,0.684784882,0.943372601,0.394755917
107332,11.08,11.99,13.05,14.05,15.01,0.603,0.182,0.39,0.737,0.502,0.575,CHAR PARBATI S.C. HIGH SCHOOL,School,CHITTAGONG,NOAKHALI,COMPANIGANJ,CHAR PARBATI,CHAR PARBATI (PART),CHAR PARBATI,1815236267,CO-EDUCATION JOINT,Secondary,1,0.356410814,0.775432074,0.487722975
